,Id,Period,Time,Type,Goal,Assist,Season
6,304843,3. část,06:34,PS,43 David Vetešník,,2021/2022
7,304843,3. část,09:13,-,16 Filip Robotka,97 Matěj Vetešník,2021/2022
0,307481,1. část,00:20,OG,31 Pavel Malý,,2021/2022
1,307481,1. část,06:54,-,15 Zdeněk Veselý,48 Jakub Wágner,2021/2022
2,307481,1. část,08:02,-,41 Teodor Bodlák,,2021/2022
3,307481,1. část,08:25,-,23 David Raffay,15 Zdeněk Veselý,2021/2022
4,307481,1. část,11:59,-,48 Jakub Wágner,15 Zdeněk Veselý,2021/2022
5,307481,2. část,05:09,-,41 Teodor Bodlák,,2021/2022
6,307481,3. část,00:27,-,3 Šimon Duba,15 Zdeněk Veselý,2021/2022
7,307481,3. část,05:18,-,15 Zdeněk Veselý,7 František Novák,2021/2022
8,307481,3. část,09:29,-,48 Jakub Wágner,,2021/2022
0,307487,1. část,03:59,-,79 Denis Ligas,13 Ctirad Malina,2021/2022
1,307487,1. část,06:24,-,66 Roman Svrček,13 Ctirad Malina,2021/2022
2,307487,1. část,10:56,-,4 Kamil Hammeršmíd,13 Ctirad Malina,2021/2022
3,307487,2. část,00:28,-,66 Roman Svrček,29 Jakub Zíka,2021/2022
4,307487,2. část,02:06,-,66 Roman Svrček,4 Kamil Hammeršmíd,2021/2022
5,307487,2. část,02:42,-,21 David Mühlbach,27 Miroslav Kutil,2021/2022
6,307487,2. část,03:07,-,66 Roman Svrček,13 Ctirad Malina,2021/2022
7,307487,2. část,11:59,-,29 Jakub Zíka,13 Ctirad Malina,2021/2022
8,307487,3. část,01:22,PP,82 Pavel Voves,29 Jakub Zíka,2021/2022
9,307487,3. část,02:21,PP,79 Denis Ligas,6 Ondřej Kunc,2021/2022
10,307487,3. část,04:23,PP,84 Petr Wagner,6 Ondřej Kunc,2021/2022
11,307487,3. část,04:57,PP,13 Ctirad Malina,4 Kamil Hammeršmíd,2021/2022
12,307487,3. část,11:54,-,27 Miroslav Kutil,21 David Mühlbach,2021/2022
